1,7.50174E+12, Desodorante Adidas Men Team,, Desodorante Adidas Men Team,NO,3,asdfg,asdfg
2,7.70203E+12, Enjuague Bucal Listerine Extreme 236ml ,, Enjuague Bucal Listerine Extreme 236ml ,NO,3,asdfg,asdfg
3,7.50105E+12, Labello Clasico,, Labello Clasico,NO,3,asdfg,asdfg
4,7.50105E+12, Labello Hydro,, Labello Hydro,NO,3,asdfg,asdfg
5,7.502E+13,A-D-KAN SOLUCION,,A-D-KAN SOLUCION,NO,6,asdfg,asdfg
6,7.59684E+11,ACETONA JALOMA 120ml,,ACETONA JALOMA 120ml,NO,3,asdfg,asdfg
7,7.50044E+12,ACONDICIONADOR FUERZA Y RECOSTRUCCION,,ACONDICIONADOR FUERZA Y RECOSTRUCCION,NO,3,asdfg,asdfg
8,7.50044E+12,ACONDICIONADOR PANTENE,,ACONDICIONADOR PANTENE,NO,1,asdfg,asdfg
9,7.50117E+12,ADerogyl  Sol. Infantil 30ml,,ADerogyl  Sol. Infantil 30ml,NO,4,asdfg,asdfg
10, AJEDREZ ,AJEDREZ,,AJEDREZ,NO,7,asdfg,asdfg
11,7.59684E+11,ALGODON 10 GR,,ALGODON 10 GR,NO,8,asdfg,asdfg
12,7.503E+12,ALGODON QUIRMEX 200G,,ALGODON QUIRMEX 200G,NO,8,asdfg,asdfg
13,7.503E+12,ALGODON QUIRMEX 300G,,ALGODON QUIRMEX 300G,NO,8,asdfg,asdfg
14, ALMENDRAS ,ALMENDRAS,,ALMENDRAS,NO,2,asdfg,asdfg
15, ALOEYA ,ALOEYA ,,ALOEYA ,NO,2,asdfg,asdfg
16, AMPER,AMPER,,AMPER,NO,2,asdfg,asdfg
17, ARCOIRIS ,ARCOIRIS ,,ARCOIRIS ,NO,2,asdfg,asdfg
18, ARIZONA,ARIZONA ,,ARIZONA ,NO,2,asdfg,asdfg
19, ARTESANAL PALETA ,ARTESANAL PALETA ,,ARTESANAL PALETA ,NO,2,asdfg,asdfg
20, ABACO BARRILITO,Abaco Barrilito,,Abaco Barrilito,NO,7,asdfg,asdfg
21, ABACO CHINO 4 POSTES,Abaco Chino De Madera 4 Postes,,Abaco Chino De Madera 4 Postes,NO,7,asdfg,asdfg
22, ABACO CHINO  5POSTES,Abaco Chino De Madera 5 Postes,,Abaco Chino De Madera 5 Postes,NO,7,asdfg,asdfg
23, ABACO CHINO ,Abaco Chino De Maderas 3 Postes,,Abaco Chino De Maderas 3 Postes,NO,7,asdfg,asdfg
24, ABACO DE PLASTICO ,Abaco De Plastico Chico,,Abaco De Plastico Chico,NO,7,asdfg,asdfg
25, ABACO DE PLASTICO GR,Abaco De Plastico Grande,,Abaco De Plastico Grande,NO,7,asdfg,asdfg
26,7.50222E+12,Abatelenguas Bolsa,,Abatelenguas Bolsa,NO,8,asdfg,asdfg
27, ABATELENGUAS SUELTO,Abatelenguas Suelto,,Abatelenguas Suelto,NO,8,asdfg,asdfg
28,4.01563E+12,Accu-Chek Performa Blood Glucose Meter,,Accu-Chek Performa Blood Glucose Meter,NO,8,asdfg,asdfg
29,7.50102E+12,Aceite Corporal Ricitos De Oro 100ml,,Aceite Corporal Ricitos De Oro 100ml,NO,9,asdfg,asdfg
30, ACEITE DE AGUACATE,Aceite De Aguacate,,Aceite De Aguacate,NO,10,asdfg,asdfg
31, ACEITE DE ALMENDRAS,Aceite De Almendras,,Aceite De Almendras,NO,10,asdfg,asdfg
32, ACEITE DE ARGAN,Aceite De Argan,,Aceite De Argan,NO,10,asdfg,asdfg
33,7.50225E+12,Aceite De Coco,,Aceite De Coco,NO,10,asdfg,asdfg
34, ACEITE DE EUCALIPTO,Aceite De Eucalipto ,,Aceite De Eucalipto ,NO,10,asdfg,asdfg
35, ACEITE DE LIMON,Aceite De Limon,,Aceite De Limon,NO,10,asdfg,asdfg
36, ACEITE DE MAMEY,Aceite De Mamey,,Aceite De Mamey,NO,10,asdfg,asdfg
37, ACEITE DE OLIVO ,Aceite De Olivo ,,Aceite De Olivo ,NO,10,asdfg,asdfg
38, ACEITE DE PALO,Aceite De Palo,,Aceite De Palo,NO,10,asdfg,asdfg
39, ACEITE DE RICINO,Aceite De Ricino,,Aceite De Ricino,NO,10,asdfg,asdfg
40, ACEITE DE ROMERO,Aceite De Romero,,Aceite De Romero,NO,10,asdfg,asdfg
41, ACEITE DE UVA,Aceite De Uva,,Aceite De Uva,NO,10,asdfg,asdfg
42, ACEITE DESINFLAMOTOR,Aceite Desinflamatorio,,Aceite Desinflamatorio,NO,10,asdfg,asdfg
43,7.50104E+12,Aceite Mennen 100ml,,Aceite Mennen 100ml,NO,9,asdfg,asdfg
44,7.50104E+12,Aceite Mennen 200ml,,Aceite Mennen 200ml,NO,9,asdfg,asdfg
45,7.50104E+12,Aceite Mennen 50ml,,Aceite Mennen 50ml,NO,9,asdfg,asdfg
46,7.50223E+12,Aceite San Sebastian,,Aceite San Sebastian,NO,8,asdfg,asdfg
47,7.50225E+12,Aceite Vitacilina 250ml,,Aceite Vitacilina 250ml,NO,3,asdfg,asdfg
48,7.59684E+11,Aceite de Almendras 60ml,,Aceite de Almendras 60ml,NO,10,asdfg,asdfg
49, ACETATO PARA COP,Acetato Para Copiadora,,Acetato Para Copiadora,NO,7,asdfg,asdfg
50,7.59684E+11,Acetona 110 Ml,,Acetona 110 Ml,NO,3,asdfg,asdfg
51,7.50221E+12,Acetona By Zinder,,Acetona By Zinder,NO,3,asdfg,asdfg
52,7.59684E+11,Acetona Jaloma 60ml,,Acetona Jaloma 60ml,NO,3,asdfg,asdfg
53,7.50101E+12,Acetona Lasa,,Acetona Lasa,NO,3,asdfg,asdfg
54,7.50156E+12,Aciclovir Crema ,,Aciclovir Crema ,NO,6,asdfg,asdfg
55,7.50157E+12,Aciclovir Tab 200 Mg F1,,Aciclovir Tab 200 Mg F1,NO,6,asdfg,asdfg
56,7.50126E+12,Acido Ascorbico Vitamina C,,Acido Ascorbico Vitamina C,NO,6,asdfg,asdfg
57,7.50225E+12,Acido Borico,,Acido Borico,NO,10,asdfg,asdfg
58,7.50145E+12,Acido Folico Tabletas,,Acido Folico Tabletas,NO,6,asdfg,asdfg
59,7.50183E+12,Acido Mefenamico Tab,,Acido Mefenamico Tab,NO,6,asdfg,asdfg
60,7.50109E+12,Acomexol  Crema ,,Acomexol  Crema ,NO,3,asdfg,asdfg
61,7.50631E+12,Acondicionador  Head Shoulders  ,,Acondicionador  Head Shoulders  ,NO,3,asdfg,asdfg
62,7.79129E+12,Acondicionador Dove Recons 400 Ml,,Acondicionador Dove Recons 400 Ml,NO,3,asdfg,asdfg
63,7.50955E+12,Acondicionador Fructis Borrador De Da¤o 300 Ml,,Acondicionador Fructis Borrador De Da¤o 300 Ml,NO,3,asdfg,asdfg
64,7.50955E+12,Acondicionador Fructis Crece Fuerte,,Acondicionador Fructis Crece Fuerte,NO,3,asdfg,asdfg
65,7.5012E+12,Acondicionador Perd Fuerza Keratina,,Acondicionador Perd Fuerza Keratina,NO,3,asdfg,asdfg
66, ACXROMICINA CAJA,Acromicina Caja,,Acromicina Caja,NO,4,asdfg,asdfg
67, ACROMICINA TABLETAS,Acromicina Tab,,Acromicina Tab,NO,11,asdfg,asdfg
68, ACTIVIA,Activia,,Activia,NO,2,asdfg,asdfg
69,7.50132E+12,Actron 600 Capsulas,,Actron 600 Capsulas,NO,4,asdfg,asdfg
70,7.50132E+12,Actron Plus  Capsulas ,,Actron Plus  Capsulas ,NO,4,asdfg,asdfg
71,7.50132E+12,Actron Suspension Infantil,,Actron Suspension Infantil,NO,4,asdfg,asdfg
72,7.50132E+12,Actron Tab 400 Mg,,Actron Tab 400 Mg,NO,4,asdfg,asdfg
73, ACUARELA,Acuarela Barrilito,,Acuarela Barrilito,NO,7,asdfg,asdfg
74, ACUARELAS PALETA,Acuarela En Paleta Trime,,Acuarela En Paleta Trime,NO,7,asdfg,asdfg
75, ACUARELA MUSSA 6 COL,Acuarela Mussa 6 Colores,,Acuarela Mussa 6 Colores,NO,7,asdfg,asdfg
76, ACUARELAS MUSSA ,Acuarelas Mussa Con 12 Colores,,Acuarelas Mussa Con 12 Colores,NO,7,asdfg,asdfg
77, ACUARELAS,Acuarelas Mussa Con 6 Colores,,Acuarelas Mussa Con 6 Colores,NO,7,asdfg,asdfg
78,7.50107E+12,Adekon C Sol. Inf,,Adekon C Sol. Inf,NO,6,asdfg,asdfg
79,7.50117E+12,Aderogil 15 Ampolleta Oral C/5,,Aderogil 15 Ampolleta Oral C/5,NO,4,asdfg,asdfg
80,7.50117E+12,Aderogil C Gts Infantil,,Aderogil C Gts Infantil,NO,4,asdfg,asdfg
81,7.50117E+12,Aderogyl  Ampolleta Digerible,,Aderogyl  Ampolleta Digerible,NO,4,asdfg,asdfg
82,7.50174E+12,Adidas 6 En 1 Spray,,Adidas 6 En 1 Spray,NO,3,asdfg,asdfg
83,7.50154E+12,Adinol (paracetamol),,Adinol (paracetamol),NO,6,asdfg,asdfg
